,BlockAddress,City,Complaint_ID,CrimeDescription,CrimeStatus,Crime_ID,District,Latitude,LevelofOffense,Longitude,NumOfActors,NumOfVictims,Premises,ReportDate,State,Timestamp
144,Bhutta Village,Karachi,777928.0,Theft,COMPLETED,,District South,24.8238107856,MISDEMEANOR,66.9703350805,3,1,BEAUTY SALON/ BARBER SHOP,05/23/2014,Sindh,2014-05-22 17:00:00
145,Azam Basti,Karachi,304097.0,Robbery,ATTEMPTED,,District East,24.8396891061,FELONY,67.0629574153,7,2,STREET,05/21/2015,Sindh,2015-05-21 15:00:00
146,Burmi Colony�,Karachi,962293.0,Assault,COMPLETED,,District Korangi,24.8409804033,FELONY,67.1532667151,4,5,RESIDENCE,01/01/2014,Sindh,2013-12-31 22:00:00
147,Gulshan-E-Hadeed ,Karachi,408203.0,Theft,COMPLETED,,District Malir,24.871923945,MISDEMEANOR,67.3654255648,4,5,PUBLIC BUILDING,03/02/2015,Sindh,2015-03-01 21:00:00
148,Sir Syed�,Karachi,312617.0,Terrorism,COMPLETED,,District Central,24.914985251,MISDEMEANOR,67.0762168599,6,1,PUBLIC BUILDING,05/15/2015,Sindh,2015-05-15 12:00:00
149,Central Jacob Lines,Karachi,210710.0,Theft,COMPLETED,,District East,24.8460670359,MISDEMEANOR,67.0497428628,5,8,STREET,07/28/2015,Sindh,2015-01-03 13:30:00
150,Iqbal Baloch Colony,Karachi,128386.0,Assault,COMPLETED,,District West,24.8638619126,VIOLATION,67.0742007019,5,1,PUBLIC TRANSPORT,09/23/2015,Sindh,2015-09-23 12:05:00
151,Gulshan-E-Iqbal I�,Karachi,343241.0,Assault,COMPLETED,,District East,24.9287226072,MISDEMEANOR,67.135057108,7,1,STREET,04/22/2015,Sindh,2015-04-22 17:40:00
152,Delhi Mercentile Society,Karachi,894613.0,Assault,COMPLETED,,District East,24.8772790176,MISDEMEANOR,67.0460520868,4,6,RESIDENCE,02/25/2014,Sindh,2014-02-23 18:00:00
153,Azam Basti,Karachi,265863.0,Assault,COMPLETED,,District East,24.8514096313,MISDEMEANOR,67.0700208247,3,4,RESIDENCE,06/18/2015,Sindh,2015-06-18 13:35:00
154,Rifah Aam�,Karachi,178446.0,Theft,COMPLETED,,District Korangi,24.8730139179,FELONY,67.1574916012,3,2,RESIDENCE,08/19/2015,Sindh,2015-08-18 13:00:00
155,Nasirabad�,Karachi,422865.0,Assault,COMPLETED,,District Central,31.4966238101,MISDEMEANOR,74.3479792483,6,7,RESIDENCE,02/17/2015,Sindh,2015-02-15 23:30:00
156,Gaghar,Karachi,140394.0,Theft,COMPLETED,,District Malir,24.8336448465,FELONY,67.3645191493,7,3,SUPERMARKET/ STORE,09/15/2015,Sindh,2015-09-14 21:00:00
157,Pakistan Quarters,Karachi,801989.0,Assault,COMPLETED,,District East,24.8810559395,VIOLATION,67.0347247078,5,3,RESIDENCE,05/06/2014,Sindh,2014-05-06 07:35:00
158,Zaman Town,Karachi,514657.0,Assault,COMPLETED,,District Korangi,24.9246976302,VIOLATION,67.0529089915,2,4,PARK/PLAYGROUND,11/26/2014,Sindh,2014-11-26 07:50:00
159,Gulshan-E-Ghazi,Karachi,623283.0,Assault,COMPLETED,,District West,24.9350945053,MISDEMEANOR,66.9705899311,6,3,RESIDENCE,09/08/2014,Sindh,2014-09-08 11:30:00
160,Qasiambad�,Karachi,158076.0,Vandalism,COMPLETED,,District Central,24.9106578167,FELONY,67.0543213694,4,2,RESIDENCE,09/02/2015,Sindh,2015-09-01 23:50:00
161,Murad Memon Goth Murad Memon Goth ,Karachi,9448.0,Theft,COMPLETED,,District Malir,24.9127603597,MISDEMEANOR,67.2682475047,3,3,RESIDENCE,12/23/2015,Sindh,2015-12-23 11:00:00
162,Machar Colony,Karachi,991713.0,Assault,COMPLETED,,District South,24.8573189048,MISDEMEANOR,66.9836103606,3,1,RESTAURANT/DINER,12/08/2013,Sindh,2013-12-08 03:30:00
163,Machar Colony,Karachi,159386.0,Vandalism,COMPLETED,,District South,24.8684533959,FELONY,66.9783189918,5,7,RESIDENCE,09/01/2015,Sindh,2015-09-01 05:45:00
164,Pakistan Quarters,Karachi,652302.0,Theft,COMPLETED,,District East,24.8873166718,MISDEMEANOR,67.0180496813,5,6,SUPERMARKET/ STORE,08/19/2014,Sindh,2014-08-18 22:20:00
165,Gulshan-E-Iqbal I�,Karachi,211009.0,Assault,COMPLETED,,District East,24.9198015697,FELONY,67.1253101236,6,4,STREET,07/27/2015,Sindh,2015-07-27 16:20:00
166,Shershah ,Karachi,794747.0,Theft,COMPLETED,,District South,24.8829689825,MISDEMEANOR,67.0000529406,4,3,GYM/FITNESS FACILITY,05/11/2014,Sindh,2014-05-11 10:30:00
167,Buffer Zone,Karachi,818158.0,Terrorism,COMPLETED,,District Central,24.968092572,MISDEMEANOR,67.0880853725,3,2,RESIDENCE,04/24/2014,Sindh,2014-04-24 00:46:00
168,Murad Memon Goth Murad Memon Goth ,Karachi,673065.0,Assault,COMPLETED,,District Malir,24.9074811832,FELONY,67.2671826223,5,8,OTHER,08/05/2014,Sindh,2014-02-06 07:55:00
169,Gadap,Karachi,598733.0,Mugging,COMPLETED,,District Malir,25.0096983551,MISDEMEANOR,67.1446919734,2,7,RESIDENCE,09/25/2014,Sindh,2014-09-25 15:50:00
170,Maymarabad,Karachi,466480.0,Terrorism,COMPLETED,,District Malir,25.0081081427,MISDEMEANOR,67.0728110878,6,6,SCHOOL,01/09/2015,Sindh,2015-01-09 10:15:00
171,Mehmoodabad�,Karachi,4844.0,Vandalism,COMPLETED,,District East,24.8569206709,MISDEMEANOR,67.0551191905,4,9,RESIDENCE,12/27/2015,Sindh,2015-12-27 22:40:00
172,Sharifabad�,Karachi,291417.0,Terrorism,COMPLETED,,District Central,24.9057586296,MISDEMEANOR,67.0633136469,3,1,STREET,05/31/2015,Sindh,2015-05-29 08:45:00
173,Ibraheem Hyderi ,Karachi,542790.0,Assault,COMPLETED,,District Malir,24.784405285,MISDEMEANOR,67.1525775636,3,4,RESIDENCE,11/04/2014,Sindh,2014-11-04 17:25:00
174,Sharifabad�,Karachi,268954.0,Assault,COMPLETED,,District Central,24.9077845891,MISDEMEANOR,67.0707021917,5,2,RESIDENCE,06/16/2015,Sindh,2015-06-16 12:40:00
175,Jamshed Quarter,Karachi,493750.0,Theft,COMPLETED,,District East,24.8891980548,MISDEMEANOR,67.0386828035,4,4,SUPERMARKET/ STORE,12/14/2014,Sindh,2014-12-14 09:05:00
176,Kala Board,Karachi,592431.0,Corruption and Bribery,COMPLETED,,District Malir,24.8872243069,FELONY,67.1896086017,2,8,RESIDENCE,09/30/2014,Sindh,2014-09-29 17:00:00
177,Shershah ,Karachi,370202.0,Burglary,ATTEMPTED,,District South,24.8873890198,FELONY,67.0036887,2,7,RESIDENCE,04/02/2015,Sindh,2015-03-31 16:00:00
178,Daud Colony,Karachi,575713.0,Car Stolen,COMPLETED,,District Korangi,24.9493809269,MISDEMEANOR,66.9617712138,5,7,STREET,10/12/2014,Sindh,2014-10-11 23:53:00
179,Gazdarabad ,Karachi,741485.0,Corruption and Bribery,COMPLETED,,District South,24.8607735943,VIOLATION,67.0216807271,3,7,RESIDENCE,06/18/2014,Sindh,2014-06-16 17:36:00
180,Muzaffarabad Colony�,Karachi,777048.0,Theft,COMPLETED,,District Korangi,24.8232050661,MISDEMEANOR,67.2355889807,3,5,STREET,05/23/2014,Sindh,2014-05-23 18:20:00
181,Burmi Colony�,Karachi,578993.0,Terrorism,COMPLETED,,District Korangi,24.8468140633,MISDEMEANOR,67.1890772299,6,3,RESIDENCE,10/09/2014,Sindh,2014-10-09 16:30:00
182,Godhra,Karachi,653244.0,Assault,COMPLETED,,District Central,24.9823075194,VIOLATION,67.0967131508,3,8,RESIDENCE,08/18/2014,Sindh,2014-08-18 12:30:00
183,Darya Abad,Karachi,603216.0,Burglary,COMPLETED,,District South,24.8600145273,FELONY,66.9977350958,4,6,RESIDENCE,09/22/2014,Sindh,2014-09-22 10:15:00
184,Civic Centre,Karachi,877480.0,Assault,COMPLETED,,District East,24.9014045905,VIOLATION,67.0904664489,6,6,RESIDENCE,03/10/2014,Sindh,2014-03-10 13:00:00
185,Korangi Sector,Karachi,2133.0,Theft,COMPLETED,,District Korangi,24.8298652003,MISDEMEANOR,67.1383380211,6,4,RESIDENCE,12/30/2015,Sindh,2015-12-26 11:00:00
186,Korangi,Karachi,275132.0,Assault,COMPLETED,,District Korangi,24.8160737909,VIOLATION,67.124717042,5,4,RESIDENCE,06/12/2015,Sindh,2015-06-07 20:30:00
187,Machar Colony,Karachi,539776.0,Assault,COMPLETED,,District South,24.8621378717,MISDEMEANOR,66.9915406709,4,6,STREET,11/06/2014,Sindh,2014-11-06 20:50:00
188,Korangi,Karachi,148567.0,Theft,COMPLETED,,District Korangi,24.8178990602,FELONY,67.1437410223,7,5,STREET,09/09/2015,Sindh,2015-09-08 12:00:00
189,Civil Line,Karachi,928901.0,Theft,COMPLETED,,District South,24.8457875231,MISDEMEANOR,67.0255021832,5,6,RESIDENCE,01/28/2014,Sindh,2014-01-25 12:00:00
190,Jut Line,Karachi,531341.0,Assault,COMPLETED,,District East,24.8625775941,VIOLATION,67.0541924163,5,5,SCHOOL,11/13/2014,Sindh,2014-11-10 16:15:00
191,City Railway Station,Karachi,718707.0,Assault,COMPLETED,,District South,24.8391852781,VIOLATION,67.0222899923,2,1,RESIDENCE,07/04/2014,Sindh,2014-07-03 00:05:00
192,Akhtar Colony,Karachi,817080.0,Assault,COMPLETED,,District East,24.8437362926,MISDEMEANOR,67.0868742178,3,7,OTHER,04/25/2014,Sindh,2014-04-23 14:00:00
193,Chanesar Goth,Karachi,433830.0,Narcotics,COMPLETED,,District East,24.8544222018,MISDEMEANOR,67.0469638529,3,2,STREET,02/07/2015,Sindh,2015-02-07 02:43:00
194,Gujro,Karachi,430969.0,Theft,COMPLETED,,District Malir,24.9238944002,FELONY,67.1152153573,2,7,PUBLIC BUILDING,02/10/2015,Sindh,2015-01-07 09:50:00
195,Ancholi�,Karachi,429358.0,Narcotics,COMPLETED,,District Central,24.9447074976,MISDEMEANOR,67.0819325089,7,9,STREET,02/11/2015,Sindh,2015-02-11 01:05:00
196,Mehmoodabad�,Karachi,981891.0,Theft,COMPLETED,,District East,24.8533054584,MISDEMEANOR,67.0705175014,5,9,STREET,12/16/2013,Sindh,2013-12-15 21:00:00
197,Shirafi Goth,Karachi,783672.0,Corruption and Bribery,COMPLETED,,District Korangi,24.8462811975,FELONY,67.1870378232,7,4,RESIDENCE,05/19/2014,Sindh,2014-05-18 21:30:00
198,Chanesar Goth,Karachi,582876.0,Assault,COMPLETED,,District East,24.8436298278,VIOLATION,67.0462970772,6,5,RESIDENCE,10/07/2014,Sindh,2014-10-02 19:00:00
199,Chisti Nagar,Karachi,207133.0,Theft,COMPLETED,,District West,24.9608391291,FELONY,66.976207257,5,3,RESIDENCE,07/30/2015,Sindh,2015-07-30 01:45:00
200,Safoora Goth,Karachi,162187.0,Theft,COMPLETED,,District East,24.930281852,FELONY,67.1592846493,2,7,RESTAURANT/DINER,08/30/2015,Sindh,2015-08-30 03:00:00
201,Farooq-e-Azam,Karachi,490659.0,Assault,COMPLETED,,District Central,24.9349817927,VIOLATION,67.0454027468,3,1,STREET,12/17/2014,Sindh,2014-12-01 00:01:00
202,Fatima Jinnah Colony,Karachi,945008.0,Terrorism,COMPLETED,,District Central,24.8703423584,MISDEMEANOR,67.0970953638,6,5,RESIDENCE,01/15/2014,Sindh,2014-01-14 14:08:00
203,Gharibabad,Karachi,883123.0,Assault,COMPLETED,,District Malir,24.9156702725,MISDEMEANOR,67.0588865582,3,8,SCHOOL,03/06/2014,Sindh,2014-03-05 22:00:00
204,Old Haji Camp,Karachi,200232.0,Assault,COMPLETED,,District South,24.8681788282,VIOLATION,67.0054167943,2,8,RESIDENCE,08/04/2015,Sindh,2015-08-04 00:01:00
205,Mohammad Nagar,Karachi,450246.0,Mugging,COMPLETED,,District West,24.9389595126,MISDEMEANOR,66.9835139485,4,2,SCHOOL,01/23/2015,Sindh,2015-01-06 18:57:00
206,Darsano Chana,Karachi,847769.0,Theft,COMPLETED,,District Malir,24.9122497867,FELONY,67.2741851816,7,3,MALL,04/02/2014,Sindh,2014-02-04 10:00:00
207,Kharadar ,Karachi,820350.0,Narcotics,COMPLETED,,District South,24.8520644704,FELONY,66.9942230998,7,1,STREET,04/22/2014,Sindh,2014-04-22 20:20:00
208,Bilal Colony,Karachi,637018.0,Assault,COMPLETED,,District Korangi,24.8470595807,VIOLATION,67.0819617606,3,9,STREET,08/29/2014,Sindh,2014-08-29 19:11:00
209,Shanti Nagar,Karachi,864167.0,Terrorism,COMPLETED,,District East,24.8956234157,MISDEMEANOR,67.1035544392,5,6,RESIDENCE,03/20/2014,Sindh,2014-03-20 09:10:00
210,Kehkashan ,Karachi,476505.0,Assault,COMPLETED,,District South,24.8252392811,MISDEMEANOR,67.0312518596,6,4,RESIDENCE,12/30/2014,Sindh,2014-12-30 04:10:00
211,Mehmoodabad�,Karachi,911230.0,Theft,COMPLETED,,District East,24.8457317896,FELONY,67.0788776481,6,4,UNDERPASS,02/11/2014,Sindh,2014-02-11 01:10:00
212,Safoora Goth,Karachi,359303.0,Terrorism,COMPLETED,,District East,24.9466404441,MISDEMEANOR,67.1517080105,6,6,RESIDENCE,04/10/2015,Sindh,2015-04-10 19:30:00
213,Model Colony,Karachi,827616.0,Terrorism,COMPLETED,,District Malir,24.9108573095,FELONY,67.1977422842,3,2,RESIDENCE,04/17/2014,Sindh,2014-04-15 14:00:00
214,Civic Centre,Karachi,18912.0,Terrorism,COMPLETED,,District East,24.89628247,MISDEMEANOR,67.0756553597,4,8,PARKING LOT/GARAGE,12/16/2015,Sindh,2015-12-05 16:00:00
215,Moinabad,Karachi,176326.0,Terrorism,COMPLETED,,District Korangi,24.898329622,MISDEMEANOR,67.1933438123,2,2,STREET,08/20/2015,Sindh,2015-08-20 11:15:00
216,Chanesar Goth,Karachi,254864.0,Assault,COMPLETED,,District East,24.8516175339,FELONY,67.0647108205,4,5,RESIDENCE,06/26/2015,Sindh,2015-06-26 05:50:00
217,Baba Bhit,Karachi,638715.0,Car Stolen,COMPLETED,,District South,24.8199046854,MISDEMEANOR,66.9700556626,6,2,STREET,08/28/2014,Sindh,2014-08-28 15:00:00
218,Azam Basti,Karachi,68628.0,Assault,COMPLETED,,District East,24.8501164632,FELONY,67.0588705038,5,5,PUBLIC BUILDING,11/07/2015,Sindh,2015-11-07 01:54:00
219,Godhra,Karachi,551398.0,Theft,COMPLETED,,District Central,24.9846477319,FELONY,67.0820751362,2,5,STREET,10/29/2014,Sindh,2014-10-28 15:00:00
220,Gulshan-E-Iqbal I�,Karachi,724083.0,Terrorism,COMPLETED,,District East,24.9225516762,MISDEMEANOR,67.1437751604,3,1,STREET,06/30/2014,Sindh,2014-06-29 23:40:00
221,Cattle Colony,Karachi,434164.0,Terrorism,COMPLETED,,District Malir,24.8286426917,MISDEMEANOR,67.2665540446,5,7,OTHER,02/07/2015,Sindh,2015-02-04 03:37:00
222,Kharadar ,Karachi,979810.0,Theft,COMPLETED,,District South,24.8406149382,FELONY,66.9825715775,3,4,RESIDENCE,12/18/2013,Sindh,2013-11-18 09:00:00
223,Firdos Colony,Karachi,769739.0,Terrorism,COMPLETED,,District Central,24.9054202629,FELONY,67.0416785403,5,5,PARK/PLAYGROUND,05/29/2014,Sindh,2014-05-28 15:30:00
224,Firdos Colony,Karachi,478247.0,Assault,COMPLETED,,District Central,24.8875069758,VIOLATION,67.0156151352,4,1,STREET,12/28/2014,Sindh,2014-12-28 20:00:00
225,Iqbal Baloch Colony,Karachi,105098.0,Terrorism,COMPLETED,,District West,24.8722498331,MISDEMEANOR,67.0768773828,4,2,RESIDENCE,10/11/2015,Sindh,2015-10-10 22:35:00
226,Garden�,Karachi,856219.0,Car Stolen,COMPLETED,,District South,24.8796087983,MISDEMEANOR,67.0222778524,5,5,STREET,03/26/2014,Sindh,2014-03-26 03:30:00
227,Khokarapar ,Karachi,759787.0,Assault,COMPLETED,,District Malir,24.902584858,FELONY,67.2257091423,4,6,RESIDENCE,06/05/2014,Sindh,2014-06-02 10:30:00
228,Quaidabad,Karachi,781388.0,Mugging,COMPLETED,,District Malir,24.8527045022,MISDEMEANOR,67.2297609531,2,8,STREET,05/20/2014,Sindh,2014-05-20 21:00:00
229,Buffer Zone,Karachi,327350.0,Theft,COMPLETED,,District Central,24.958013307,FELONY,67.0612931082,6,8,RESIDENCE,05/05/2015,Sindh,2014-06-01 00:01:00
230,Metrovill,Karachi,781535.0,Narcotics,COMPLETED,,District East,24.918494744,MISDEMEANOR,67.0073187665,7,1,STREET,05/20/2014,Sindh,2014-05-20 18:44:00
231,Nawabad ,Karachi,872273.0,Terrorism,COMPLETED,,District South,24.8622623588,MISDEMEANOR,66.9961999364,7,4,RESIDENCE,03/14/2014,Sindh,2014-03-14 08:30:00
232,PechsII�,Karachi,870548.0,Mugging,COMPLETED,,District East,24.9187941075,MISDEMEANOR,67.080844042,5,5,STREET,03/15/2014,Sindh,2014-03-15 14:40:00
233,Godhra,Karachi,689755.0,Theft,COMPLETED,,District Central,24.9870218667,MISDEMEANOR,67.0782658201,7,2,RESIDENCE,07/24/2014,Sindh,2014-07-24 04:50:00
234,Drigue Colony,Karachi,289844.0,Theft,COMPLETED,,District Korangi,24.8805394104,MISDEMEANOR,67.1579137377,7,4,RESTAURANT/DINER,06/01/2015,Sindh,2015-05-31 22:00:00
235,Korangi,Karachi,52966.0,Corruption and Bribery,COMPLETED,,District Korangi,24.8317521132,FELONY,67.1398221853,6,9,RESIDENCE,11/19/2015,Sindh,2015-11-19 01:15:00
236,Nawabad ,Karachi,441299.0,Robbery,ATTEMPTED,,District South,24.872666688,FELONY,66.9935114499,4,1,RESIDENCE,01/31/2015,Sindh,2015-01-31 07:34:00
237,Old Haji Camp,Karachi,894695.0,Terrorism,COMPLETED,,District South,24.8683973631,MISDEMEANOR,67.009712867,5,2,RESIDENCE,02/25/2014,Sindh,2014-02-20 17:45:00
238,Mominabad,Karachi,778695.0,Assault,COMPLETED,,District West,24.9298433891,VIOLATION,66.9857510686,4,7,RESIDENCE,05/22/2014,Sindh,2014-05-22 14:30:00
239,Metrovill,Karachi,855095.0,Theft,COMPLETED,,District East,24.9116438728,MISDEMEANOR,66.9956183479,6,2,STREET,03/27/2014,Sindh,2014-03-26 15:00:00
240,Gujro,Karachi,948557.0,Theft,COMPLETED,,District Malir,24.9259637262,MISDEMEANOR,67.0904185799,5,7,UNDERPASS,01/12/2014,Sindh,2014-01-12 14:37:00
241,Kala Board,Karachi,438733.0,Terrorism,COMPLETED,,District Malir,24.8737323723,MISDEMEANOR,67.1946891257,3,1,RESIDENCE,02/03/2015,Sindh,2015-01-30 23:03:00
242,Jamshed Quarter,Karachi,576684.0,Assault,COMPLETED,,District East,24.8933204668,VIOLATION,67.0552827109,4,9,RESIDENCE,10/11/2014,Sindh,2014-10-11 04:00:00
243,Gaghar,Karachi,623096.0,Theft,COMPLETED,,District Malir,24.8295272942,FELONY,67.342819222,4,9,SUPERMARKET/ STORE,09/08/2014,Sindh,2014-09-08 15:00:00
244,Ragiwara ,Karachi,597188.0,Theft,COMPLETED,,District South,24.8601141269,MISDEMEANOR,66.9846248865,7,5,SUPERMARKET/ STORE,09/26/2014,Sindh,2014-09-26 20:00:00
245,Shershah ,Karachi,174059.0,Theft,COMPLETED,,District South,24.8803339262,FELONY,66.9866350995,2,1,RESIDENCE,08/22/2015,Sindh,2015-08-20 21:00:00
246,Pehlwan Goth�,Karachi,760155.0,Assault,COMPLETED,,District East,24.9281284927,VIOLATION,67.1630848697,5,8,RESIDENCE,06/04/2014,Sindh,2014-06-04 19:40:00
247,Hasrat Mohani Colony,Karachi,147112.0,Terrorism,COMPLETED,,District Korangi,24.9099183425,MISDEMEANOR,67.0038605091,7,3,RESIDENCE,09/10/2015,Sindh,2015-09-09 15:33:00
248,Jafar-E-Tayyar,Karachi,635588.0,Theft,COMPLETED,,District Malir,24.8746807866,MISDEMEANOR,67.1923401643,5,4,SUPERMARKET/ STORE,08/30/2014,Sindh,2014-08-30 21:00:00
249,Jamil Colony,Karachi,24480.0,Narcotics,COMPLETED,,District East,24.8924921237,MISDEMEANOR,67.0686224901,2,5,PARK/PLAYGROUND,12/11/2015,Sindh,2015-12-11 21:31:00
250,Commercial Area,Karachi,367253.0,Assault,COMPLETED,,District Central,24.8268303523,MISDEMEANOR,67.2552002274,6,3,STREET,04/04/2015,Sindh,2015-04-04 01:30:00
251,Khokarapar ,Karachi,516509.0,Mugging,COMPLETED,,District Malir,24.9089795477,MISDEMEANOR,67.2218687582,6,3,RESIDENCE,11/25/2014,Sindh,2014-09-16 00:01:00
252,Azam Basti,Karachi,687339.0,Theft,COMPLETED,,District East,24.851852515,FELONY,67.0641495174,5,7,HOSPITAL/ CLINIC,07/26/2014,Sindh,2014-07-25 13:00:00
253,Saeedabad,Karachi,692474.0,Assault,COMPLETED,,District West,24.9104765701,VIOLATION,66.9808668233,5,2,RESIDENCE,07/22/2014,Sindh,2014-07-22 14:11:00
254,Songal,Karachi,311857.0,Terrorism,COMPLETED,,District Malir,24.9468362109,MISDEMEANOR,67.1046477838,7,5,RESIDENCE,05/16/2015,Sindh,2015-05-14 21:00:00
255,Gulshan-E-Hadeed ,Karachi,964093.0,Assault,COMPLETED,,District Malir,24.8614113599,MISDEMEANOR,67.3394674229,5,9,STREET,12/30/2013,Sindh,2013-12-30 11:40:00
256,Cattle Colony,Karachi,260663.0,Assault,COMPLETED,,District Malir,24.8339165255,VIOLATION,67.2601331418,6,1,RESIDENCE,06/22/2015,Sindh,2015-06-22 09:00:00
257,Gulshan-E-Iqbal II,Karachi,988359.0,Theft,COMPLETED,,District East,24.9340831007,FELONY,67.0881057761,5,8,RESIDENCE,12/11/2013,Sindh,2013-11-05 16:30:00
258,Gadap,Karachi,344792.0,Narcotics,COMPLETED,,District Malir,24.9984991628,FELONY,67.1333075851,7,3,STREET,04/21/2015,Sindh,2015-04-21 16:50:00
259,Gazdarabad ,Karachi,481934.0,Robbery,COMPLETED,,District South,24.862445457,FELONY,67.0048308983,3,5,RESIDENCE,12/24/2014,Sindh,2014-12-24 16:05:00
260,Clifton ,Karachi,802528.0,Theft,COMPLETED,,District South,24.8166050008,MISDEMEANOR,67.0150395915,3,9,STREET,05/06/2014,Sindh,2014-05-02 15:00:00
261,Pak Sadat Colony,Karachi,354054.0,Assault,COMPLETED,,District Korangi,24.8816748089,FELONY,67.1190918978,5,1,HOTEL/MOTEL,04/15/2015,Sindh,2015-02-27 01:00:00
262,Darsano Chana,Karachi,502154.0,Terrorism,COMPLETED,,District Malir,24.9119762144,MISDEMEANOR,67.2811797884,5,1,UNDERPASS,12/07/2014,Sindh,2014-12-07 08:20:00
263,Sultanabad ,Karachi,824358.0,Theft,COMPLETED,,District South,24.8489833942,FELONY,67.0264645739,6,8,GYM/FITNESS FACILITY,04/19/2014,Sindh,2014-04-19 14:00:00
264,Ancholi�,Karachi,665998.0,Theft,COMPLETED,,District Central,24.9345788864,MISDEMEANOR,67.0856033836,4,2,RESIDENCE,08/09/2014,Sindh,2014-08-09 19:00:00
265,Songal,Karachi,304397.0,Terrorism,COMPLETED,,District Malir,24.9513196284,MISDEMEANOR,67.0957146924,7,5,PUBLIC TRANSPORT,05/21/2015,Sindh,2015-05-21 08:00:00
266,Jamshed Quarter,Karachi,760457.0,Narcotics,COMPLETED,,District East,24.8755496237,MISDEMEANOR,67.042566712,5,3,RESIDENCE,06/04/2014,Sindh,2014-06-04 15:20:00
267,Jut Line,Karachi,544081.0,Theft,COMPLETED,,District East,24.8608129038,MISDEMEANOR,67.036091542,5,5,PUBLIC BUILDING,11/03/2014,Sindh,2014-11-03 19:00:00
268,Zaman Town,Karachi,11887.0,Assault,COMPLETED,,District Korangi,24.9170196382,FELONY,67.0777920413,3,9,RESIDENCE,12/21/2015,Sindh,2015-12-21 14:00:00
269,Firdos Colony,Karachi,535816.0,Assault,COMPLETED,,District Central,24.8882956588,VIOLATION,67.0457884239,7,4,RESIDENCE,11/09/2014,Sindh,2014-11-09 21:00:00
270,Old Haji Camp,Karachi,289922.0,Car Stolen,COMPLETED,,District South,24.8639418504,FELONY,67.0213845618,7,6,STREET,06/01/2015,Sindh,2015-05-31 16:00:00
271,Burmi Colony�,Karachi,690482.0,Rape,COMPLETED,,District Korangi,24.8484033215,MISDEMEANOR,67.1682934372,5,8,RESIDENCE,07/24/2014,Sindh,2013-07-01 01:00:00
272,Essa Nagri,Karachi,478436.0,Theft,COMPLETED,,District East,24.9031190065,MISDEMEANOR,67.0735318481,4,6,MALL,12/28/2014,Sindh,2014-12-28 15:50:00
273,Shershah ,Karachi,482554.0,Theft,COMPLETED,,District South,24.89184182,FELONY,66.9893230418,2,9,SUPERMARKET/ STORE,12/24/2014,Sindh,2014-11-28 12:04:00
274,Darsano Chana,Karachi,561012.0,Theft,COMPLETED,,District Malir,24.8985970649,MISDEMEANOR,67.2881269447,5,9,SUPERMARKET/ STORE,10/22/2014,Sindh,2014-10-22 01:35:00
275,Qasiambad�,Karachi,840441.0,Corruption and Bribery,COMPLETED,,District Central,24.8987399684,FELONY,67.0749407816,4,7,RESIDENCE,04/07/2014,Sindh,2014-04-07 11:30:00
276,Natha Khan Goth,Karachi,255925.0,Robbery,COMPLETED,,District Korangi,24.8730731874,FELONY,67.1525959256,2,3,SUPERMARKET/ STORE,06/25/2015,Sindh,2015-06-25 16:15:00
277,Rehri,Karachi,384080.0,Theft,COMPLETED,,District Malir,24.8297000539,FELONY,67.2101829113,4,9,SUPERMARKET/ STORE,03/21/2015,Sindh,2015-03-21 20:00:00
278,Saudabad,Karachi,148765.0,Theft,COMPLETED,,District Malir,24.8878487,MISDEMEANOR,67.1807392661,2,1,RESIDENCE,09/09/2015,Sindh,2015-08-28 13:00:00
279,Korangi,Karachi,124974.0,Burglary,COMPLETED,,District Korangi,24.8315521851,FELONY,67.1170800197,3,1,PUBLIC BUILDING,09/26/2015,Sindh,2015-09-25 16:00:00
280,Saudabad,Karachi,46716.0,Theft,COMPLETED,,District Malir,24.895331136,FELONY,67.2097923091,4,2,MALL,11/24/2015,Sindh,2015-11-23 16:20:00
281,Godhra,Karachi,458173.0,Assault,COMPLETED,,District Central,24.9896753199,VIOLATION,67.0855552739,5,7,RESIDENCE,01/16/2015,Sindh,2015-01-16 11:45:00
282,Burmi Colony�,Karachi,119946.0,Terrorism,COMPLETED,,District Korangi,24.840518347,MISDEMEANOR,67.1531504329,6,3,STREET,09/29/2015,Sindh,2015-09-29 22:25:00
283,Ancholi�,Karachi,904511.0,Car Stolen,COMPLETED,,District Central,24.9358114848,FELONY,67.0675689925,6,6,STREET,02/17/2014,Sindh,2014-02-17 09:00:00
284,Reta Plot,Karachi,358958.0,Theft,COMPLETED,,District Korangi,24.8824707983,MISDEMEANOR,67.1441911744,6,3,UNDERPASS,04/11/2015,Sindh,2015-04-10 16:30:00
