Country,EventId,City,Date,Time,fir_filled_against_report,fir_number,Postal_zipcode,Latitude,Longitude,Street_name,assaliants,ocassion,target,witnesses,Injured,casualties,description,weapon_use,shooting,crime_type,Hour,Year,Month,Day
Pakistan,KHI-3351,Karachi,5/16/2014,4:25 PM,Yes,55732,74200,31.5643973,74.2903778,"89 Abdali Road, Lahore 54000, Pakistan",10,Public Holiday,Govt Agency,6,7,10,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",No,Yes,Kidnapping,16,2014,5,Fri
Pakistan,KHI-3352,Karachi,11/28/2015,2:30 PM,Yes,43474,75500,31.559166,74.3511648,"Allama Iqbal Road, Lahore, Pakistan",8,Public Holiday,Govt Agency,9,5,3,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,No,Yes,Kidnapping,14,2015,11,Sat
Pakistan,KHI-3353,Karachi,9/15/2012,4:42 PM,No,NA,74900,31.5052991,74.3550817,"Block A3, Lahore, Pakistan",5,Public Holiday,Govt Agency,7,8,4,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Yes,Yes,Rape,16,2012,9,Sat
Pakistan,KHI-3354,Karachi,4/20/2017,12:41 PM,Yes,6631,75500,31.4960983,74.4047384,"Amjad Ali Street, Lahore, Pakistan",1,Public Holiday,Govt Agency,8,3,7,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Yes,Yes,Snatching,12,2017,4,Thurs
Pakistan,KHI-3355,Karachi,3/14/2013,8:22 PM,Yes,19738,75500,31.546195,74.4230999,"33 Zarrar Shaheed Road, Lahore, Pakistan",8,Public Holiday,Govt Agency,2,3,4,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,No,Attempted Murder,20,2013,3,Thurs
Pakistan,KHI-3356,Karachi,8/1/2015,3:25 PM,Yes,33807,74200,31.4422782,74.2940894,"Butt Chowk Township, College Road, Lahore, Pakistan",2,Public Holiday,Govt Agency,5,5,10,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,No,Snatching,15,2015,8,Sat
Pakistan,KHI-3357,Karachi,3/19/2015,6:30 AM,Yes,6955,74200,31.5866964,74.3503754,"Bilal Park Road, Lahore, Pakistan",6,Public Holiday,Govt Agency,2,5,6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Yes,Yes,Assualt,6,2015,3,Thurs
Pakistan,KHI-3358,Karachi,7/28/2014,11:18 AM,Yes,3950,74200,31.3742158,74.1860114,"Bahria Town Main Boulevard, Lahore, Pakistan",2,Public Holiday,Govt Agency,5,9,8,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",No,Yes,Assualt,11,2014,7,Mon
Pakistan,KHI-3359,Karachi,12/12/2016,7:09 PM,Yes,51070,75500,31.5586668,74.3170872,"17 Temple Road, Lahore, Pakistan",9,Public Holiday,Govt Agency,9,7,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yes,Yes,Homocide,19,2016,12,Mon
Pakistan,KHI-3360,Karachi,5/4/2016,10:26 AM,Yes,38130,75500,31.562869,74.3359463,"1 Davis Road, Virtual University of Pakistan, Lahore, Pakistan",7,Public Holiday,Govt Agency,1,2,7,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Yes,No,Kidnapping,10,2016,5,Wed
Pakistan,KHI-3361,Karachi,3/31/2016,11:57 AM,No,NA,74200,31.5866964,74.3503754,"Bilal Park Road, Lahore, Pakistan",3,Public Holiday,Govt Agency,1,7,6,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yes,Yes,Snatching,11,2016,3,Thurs
Pakistan,KHI-3362,Karachi,6/28/2012,10:50 AM,Yes,60325,75500,31.4719874,74.2821988,"Ch. Abdul Aziz Road, Lahore, Pakistan",7,Public Holiday,Govt Agency,10,4,10,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,No,Yes,Assualt,10,2012,6,Thurs
Pakistan,KHI-3363,Karachi,12/30/2014,4:23 PM,Yes,55156,75500,31.5032222,74.3116951,"Campus Pull Bus Stop, Canal Bank Road, University of The Punjab, Lahore, Pakistan",3,Public Holiday,Govt Agency,9,9,9,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Yes,Yes,Hit and Run,16,2014,12,Tues
Pakistan,KHI-3364,Karachi,12/13/2015,6:08 AM,Yes,41739,74200,31.5728184,74.3191931,"Chamberlain Road, Lahore, Pakistan",1,Public Holiday,Govt Agency,8,3,8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Assualt,6,2015,12,Sun
Pakistan,KHI-3365,Karachi,7/1/2012,5:32 PM,Yes,42800,74200,31.5229144,74.3624129,"Askari II, Lahore, Pakistan",10,Public Holiday,Govt Agency,2,10,3,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Yes,Yes,Assualt,17,2012,7,Sun
Pakistan,KHI-3366,Karachi,11/29/2012,3:53 AM,Yes,33202,74200,31.5359628,74.2765662,"Band Road, Lahore, Pakistan",3,Public Holiday,Govt Agency,1,10,3,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,No,Attempted Murder,3,2012,11,Thurs
Pakistan,KHI-3367,Karachi,1/16/2014,6:44 PM,No,NA,74900,31.4493985,74.3198875,"Block 5 - Sector A2, Lahore, Pakistan",1,Public Holiday,Govt Agency,3,6,6,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,No,Attempted Murder,18,2014,1,Thurs
Pakistan,KHI-3368,Karachi,10/20/2014,4:03 PM,Yes,74063,75500,31.570862,74.3290973,"37 McLeod Road, Lahore 54000, Pakistan",1,Public Holiday,Govt Agency,6,7,3,In congue. Etiam justo. Etiam pretium iaculis justo.,Yes,Yes,Attempted Murder,16,2014,10,Mon
Pakistan,KHI-3369,Karachi,11/1/2014,1:52 AM,Yes,18573,74900,31.4452648,74.2826696,"Block A5, Lahore, Pakistan",6,Public Holiday,Govt Agency,2,1,10,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,No,Attempted Murder,1,2014,11,Sat
Pakistan,KHI-3370,Karachi,1/23/2016,10:17 AM,Yes,47479,75500,31.534331,74.2826696,"City AC Bus Station, Band Road East, Lahore, Pakistan",10,Public Holiday,Govt Agency,3,2,10,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,No,Assualt,10,2016,1,Sat
Pakistan,KHI-3371,Karachi,12/3/2012,6:47 AM,No,NA,74200,31.4768705,74.3090261,"Center Flat, College Road, Lahore, Pakistan",5,Public Holiday,Govt Agency,5,1,7,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Attempted Murder,6,2012,12,Mon
Pakistan,KHI-3372,Karachi,3/26/2012,4:28 PM,Yes,66347,74900,31.4609971,74.2798715,"286 Block F1, Lahore, Pakistan",4,Public Holiday,Govt Agency,7,7,7,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,No,Assualt,16,2012,3,Mon
Pakistan,KHI-3373,Karachi,6/29/2016,1:03 PM,Yes,54906,75500,31.6041895,74.3521356,"Bhagat Pura, Lahore, Pakistan",8,Public Holiday,Govt Agency,4,3,10,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Yes,Yes,Attempted Murder,13,2016,6,Wed
Pakistan,KHI-3374,Karachi,9/24/2016,12:11 AM,No,NA,74200,31.4781106,74.2546136,"Canal View, Lahore, Pakistan",7,Public Holiday,Govt Agency,2,9,1,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,No,Yes,Assualt,0,2016,9,Sat
Pakistan,KHI-3375,Karachi,11/10/2012,1:28 AM,Yes,3724,74900,31.4574335,74.3110073,"174 Abu Bakar Road, Lahore, Pakistan",4,Public Holiday,Govt Agency,3,3,6,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",No,No,Attempted Murder,1,2012,11,Sat
Pakistan,KHI-3376,Karachi,9/13/2014,4:44 AM,Yes,82813,75500,31.5036517,74.3418847,"Block G, Lahore, Pakistan",8,Public Holiday,Govt Agency,9,4,2,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Yes,Yes,Assualt,4,2014,9,Sat
Pakistan,KHI-3377,Karachi,1/3/2013,4:09 AM,Yes,50157,75500,31.4130237,74.2406756,"Abpara Housing Society, Lahore, Pakistan",8,Public Holiday,Govt Agency,1,9,3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Yes,No,Attempted Murder,4,2013,1,Thurs
Pakistan,KHI-3378,Karachi,1/3/2016,6:02 PM,No,NA,75500,31.5262621,74.3694943,"Alla-Ud-Din Road, Lahore, Pakistan",10,Public Holiday,Govt Agency,10,8,9,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",No,No,Assualt,18,2016,1,Sun
Pakistan,KHI-3379,Karachi,3/17/2013,4:08 AM,No,NA,75500,31.4810872,74.3299006,"Block H Bus Stop, Model Town Circular Road, Lahore, Pakistan",1,Public Holiday,Govt Agency,7,10,5,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Attempted Murder,4,2013,3,Sun
Pakistan,KHI-3380,Karachi,10/20/2012,4:22 PM,No,NA,74200,31.5802931,74.3011878,"Billal Gunj, Lahore, Pakistan",2,Public Holiday,Govt Agency,9,3,5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Yes,No,Assualt,16,2012,10,Sat
Pakistan,KHI-3381,Karachi,2/9/2015,10:03 AM,Yes,2767,74200,31.5685775,74.3111997,"Bheem Street, Lahore, Pakistan",6,Public Holiday,Govt Agency,4,5,7,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Yes,No,Assualt,10,2015,2,Mon
Pakistan,KHI-3382,Karachi,9/6/2013,6:37 PM,Yes,71263,74200,31.4679039,74.2564255,"Al-Hussain Road, Lahore, Pakistan",1,Public Holiday,Govt Agency,5,1,1,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,Yes,Assualt,18,2013,9,Fri
Pakistan,KHI-3383,Karachi,11/16/2012,1:40 AM,Yes,37852,74200,31.5976783,74.3461665,"48 Sher Shah Road, Lahore, Pakistan",1,Public Holiday,Govt Agency,5,5,3,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,Yes,Snatching,1,2012,11,Fri
Pakistan,KHI-3384,Karachi,1/19/2016,10:37 AM,Yes,75304,74200,31.4930181,74.4045618,"Ali View, Lahore, Pakistan",6,Public Holiday,Govt Agency,6,2,1,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Yes,No,Assualt,10,2016,1,Tues
Pakistan,KHI-3385,Karachi,8/22/2014,7:59 PM,No,NA,75500,31.5976783,74.3461665,"48 Sher Shah Road, Lahore, Pakistan",2,Public Holiday,Govt Agency,9,1,4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Yes,Yes,Assualt,19,2014,8,Fri
Pakistan,KHI-3386,Karachi,1/15/2017,4:02 PM,No,NA,75500,31.528036,74.2924422,"174 Millat Road, Lahore, Pakistan",1,Public Holiday,Govt Agency,5,10,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Yes,No,Snatching,16,2017,1,Sun
Pakistan,KHI-3387,Karachi,7/13/2013,8:52 PM,Yes,24848,75500,31.4134401,74.2369078,"47-A Green Acres Main Rd, Lahore, Pakistan",5,Public Holiday,Govt Agency,8,2,10,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,No,Attempted Murder,20,2013,7,Sat
Pakistan,KHI-3388,Karachi,11/3/2016,5:46 PM,Yes,95585,74200,31.5138441,74.318676,"122 b Noon Avenue, Lahore, Pakistan",1,Public Holiday,Govt Agency,4,8,3,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,Yes,Mugging,17,2016,11,Thurs
Pakistan,KHI-3389,Karachi,12/10/2015,4:56 AM,No,NA,74200,31.543449,74.3494579,"Canal Bank Road, Lahore, Pakistan",9,Public Holiday,Govt Agency,6,4,10,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Assualt,4,2015,12,Thurs
Pakistan,KHI-3390,Karachi,1/28/2016,7:45 AM,Yes,14897,75500,31.4596778,74.3060048,"Atar Street, Lahore, Pakistan",2,Public Holiday,Govt Agency,6,8,9,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Assualt,7,2016,1,Thurs
Pakistan,KHI-3391,Karachi,8/15/2014,8:09 PM,Yes,59235,75500,31.4210518,74.2630492,"Block K2, Lahore, Pakistan",10,Public Holiday,Govt Agency,10,1,5,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Yes,Yes,Attempted Murder,20,2014,8,Fri
Pakistan,KHI-3392,Karachi,7/18/2012,12:05 PM,Yes,30346,74900,31.4359701,74.2432432,"Block R, Lahore, Pakistan",6,Public Holiday,Govt Agency,3,2,5,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",No,No,Attempted Murder,12,2012,7,Wed
Pakistan,KHI-3393,Karachi,10/10/2015,4:38 AM,Yes,53394,75500,31.4884604,74.3400517,"Block M, Lahore, Pakistan",10,Public Holiday,Govt Agency,7,4,10,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,No,Hit and Run,4,2015,10,Sat
Pakistan,KHI-3394,Karachi,7/8/2015,9:43 PM,No,NA,74900,31.429555,74.3338194,"Chandr?i, Lahore, Pakistan",2,Public Holiday,Govt Agency,8,5,7,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Yes,Yes,Assualt,21,2015,7,Wed
Pakistan,KHI-3395,Karachi,7/7/2012,3:16 PM,Yes,29096,75500,31.4781375,74.2539176,"B-block Street 2, Lahore, Pakistan",2,Public Holiday,Govt Agency,8,5,10,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Assualt,15,2012,7,Sat
Pakistan,KHI-3396,Karachi,3/15/2012,5:29 PM,Yes,1820,74900,31.4849199,74.3206478,"Block E Bus Stop, Model Town Circular Road, Lahore, Pakistan",9,Public Holiday,Govt Agency,8,9,4,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yes,No,Snatching,17,2012,3,Thurs
Pakistan,KHI-3397,Karachi,9/5/2013,2:18 AM,Yes,432,75500,31.4989529,74.3181537,"Aibak Street, Lahore, Pakistan",8,Public Holiday,Govt Agency,10,7,9,Fusce consequat. Nulla nisl. Nunc nisl.,No,Yes,Mugging,2,2013,9,Thurs
Pakistan,KHI-3398,Karachi,1/5/2016,7:54 PM,Yes,91766,75500,31.4321671,74.2894354,"83 B College Road, Lahore, Pakistan",2,Public Holiday,Govt Agency,4,1,7,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,No,Attempted Murder,19,2016,1,Tues
Pakistan,KHI-3399,Karachi,5/7/2014,12:38 PM,Yes,37040,75500,31.506019,74.3273038,"10 Main Boulevard Garden Town, Lahore 54700, Pakistan",6,Public Holiday,Govt Agency,9,10,7,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Yes,Yes,Attempted Murder,12,2014,5,Wed
Pakistan,KHI-3400,Karachi,7/16/2016,2:47 AM,Yes,81222,74200,31.5071585,74.3393185,"Block E3, Lahore, Pakistan",3,Public Holiday,Govt Agency,1,10,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Attempted Murder,2,2016,7,Sat
Pakistan,KHI-3401,Karachi,5/23/2013,9:59 AM,Yes,76287,74200,31.3964191,74.2692839,"Audit and Accounts Housing Society, Lahore, Pakistan",7,Public Holiday,Govt Agency,2,2,4,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,Yes,Assualt,9,2013,5,Thurs
Pakistan,KHI-3402,Karachi,3/15/2013,7:01 AM,No,NA,75500,31.5147296,74.2997211,"Asif Block, Lahore, Pakistan",10,Public Holiday,Govt Agency,7,8,9,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Hit and Run,7,2013,3,Fri
Pakistan,KHI-3403,Karachi,2/4/2015,4:47 PM,No,NA,74200,31.5223694,74.3012652,"371 Nadeem Shaheed Rd, Lahore, Pakistan",5,Public Holiday,Govt Agency,7,10,3,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Attempted Murder,16,2015,2,Wed
Pakistan,KHI-3404,Karachi,8/10/2014,6:21 PM,Yes,70871,75500,31.51625,74.3536154,"Block B1, Lahore, Pakistan",9,Public Holiday,Govt Agency,8,10,4,Phasellus in felis. Donec semper sapien a libero. Nam dui.,No,No,Assualt,18,2014,8,Sun
Pakistan,KHI-3405,Karachi,1/16/2012,7:37 PM,Yes,86833,74900,31.5250663,74.3587866,"19 N/8 Rehman Park Street 1, Lahore, Pakistan",9,Public Holiday,Govt Agency,9,8,7,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,Yes,Assualt,19,2012,1,Mon
Pakistan,KHI-3406,Karachi,5/31/2014,2:20 AM,Yes,28798,75500,31.4798796,74.3259811,"Block G Bus Stop, Model Town Circular Road, Lahore, Pakistan",9,Public Holiday,Govt Agency,3,10,8,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",No,No,Assualt,2,2014,5,Sat
Pakistan,KHI-3407,Karachi,6/20/2012,6:21 AM,Yes,4223,74900,31.5539162,74.3052161,"Ch?uburji Chowk, Lahore, Pakistan",9,Public Holiday,Govt Agency,10,8,6,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Assualt,6,2012,6,Wed
Pakistan,KHI-3408,Karachi,10/26/2013,5:07 PM,No,NA,74200,31.5076776,74.3184209,"Ahmed Block, Lahore, Pakistan",3,Public Holiday,Govt Agency,6,6,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Attempted Murder,17,2013,10,Sat
Pakistan,KHI-3409,Karachi,1/13/2016,2:45 AM,Yes,83315,75500,31.5905012,74.3327195,"Aziz Park, Lahore, Pakistan",1,Public Holiday,Govt Agency,9,4,5,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,No,Snatching,2,2016,1,Wed
Pakistan,KHI-3410,Karachi,9/3/2016,12:13 PM,Yes,7458,74900,31.4950774,74.296971,"Agri Road, University of The Punjab, Lahore, Pakistan",7,Public Holiday,Govt Agency,10,3,8,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",No,No,Assualt,12,2016,9,Sat
Pakistan,KHI-3411,Karachi,12/23/2014,11:44 PM,Yes,99418,75500,31.4452536,74.2617027,"Architect Enterance 2, Lahore, Pakistan",6,Public Holiday,Govt Agency,5,9,3,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,Yes,Attempted Murder,23,2014,12,Tues
Pakistan,KHI-3412,Karachi,9/28/2014,8:11 PM,Yes,11096,75500,31.4706422,74.3268603,"28 Model Colony Road, Lahore, Pakistan",1,Public Holiday,Govt Agency,10,10,6,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Yes,Yes,Assualt,20,2014,9,Sun
Pakistan,KHI-3413,Karachi,11/13/2012,10:10 PM,Yes,44169,75500,31.3821074,74.1885825,"Bahria Town, Lahore, Pakistan",10,Public Holiday,Govt Agency,4,6,5,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",No,No,Assualt,22,2012,11,Tues
Pakistan,KHI-3414,Karachi,3/4/2014,10:35 AM,Yes,31887,75500,31.5007728,74.3690108,"Cavalry Ground, Lahore, Pakistan",2,Public Holiday,Govt Agency,1,3,4,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",No,No,Hit and Run,10,2014,3,Tues
Pakistan,KHI-3415,Karachi,8/20/2016,8:01 AM,Yes,20827,74200,31.4305669,74.2869208,"54 Block C, Lahore, Pakistan",10,Public Holiday,Govt Agency,10,1,6,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",No,Yes,Assualt,8,2016,8,Sat
Pakistan,KHI-3416,Karachi,4/9/2012,6:15 AM,Yes,23866,74200,31.506019,74.3273038,"10 Main Boulevard Garden Town, Lahore 54700, Pakistan",4,Public Holiday,Govt Agency,6,3,3,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Yes,No,Assualt,6,2012,4,Mon
